AptamerId,SeqId,Type,Target,SomaId,TargetFullName,UniProt,IsIn1310Panel,IsIn1129Panel,note,PlasmaDilution,SerumDilution
4267-81,4267-81_3,Protein,PESC,SL011772,Pescadillo homolog,O00541,1,1,common,40,40
2697-7,2697-7_2,Protein,PF-4,SL003041,Platelet factor 4,P02776,1,1,common,0.005,0.005
4271-75,4271-75_2,Protein,PFD5,SL006705,Prefoldin subunit 5,Q99471,1,1,common,40,40
3461-58,3461-58_1,Protein,PGCB,SL009089,Brevican core protein,Q96GW7,1,1,common,40,40
5019-16,5019-16_2,Protein,PGP9.5,SL002803,Ubiquitin carboxyl-terminal hydrolase isozyme L1,P09936,1,1,common,1,1
3329-14,3329-14_2,Protein,PGRP-S,SL004515,Peptidoglycan recognition protein 1,O75594,1,1,common,1,1
4588-1,4588-1_2,Protein,PH,SL011499,Pancreatic hormone,P01298,1,1,common,40,40
4272-46,4272-46_2,Protein,PHI,SL000539,Glucose-6-phosphate isomerase,P06744,1,1,common,40,1
3216-2,3216-2_2,Protein,PIGR,SL005797,Polymeric immunoglobulin receptor,P01833,1,1,common,1,1
3390-72,3390-72_2,Protein,PIK3CA/PIK3R1,SL010512,PIK3CA/PIK3R1,P42336 P27986,1,1,common,40,40
5359-65,5359-65_3,Protein,PIM1,SL002702,Serine/threonine-protein kinase pim-1,P11309,1,1,common,40,40
3391-10,3391-10_2,Protein,PK3CG,SL007250,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",P48736,1,1,common,40,1
3392-68,3392-68_2,Protein,PKB a/b/g,SL017614,RAC-alpha/beta/gamma serine/threonine-protein kinase,P31749 P31751 Q9Y243,1,1,common,1,1
2644-11,2644-11_2,Protein,PKC-A,SL000551,Protein kinase C alpha type,P17252,1,1,common,40,40
5475-10,5475-10_3,Protein,PKC-B-II,SL000553,Protein kinase C beta type (splice variant beta-II),P05771,1,1,common,1,40
2869-68,2869-68_3,Protein,PKC-D,SL000554,Protein kinase C delta type,Q05655,1,1,common,40,40
5476-66,5476-66_3,Protein,PKC-G,SL000556,Protein kinase C gamma type,P05129,1,1,common,40,40
2645-54,2645-54_1,Protein,PKC-Z,SL000557,Protein kinase C zeta type,Q05513,1,1,common,40,40
4563-61,4563-61_2,Protein,PLCG1,SL012108,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1",P19174,1,1,common,40,40
3394-81,3394-81_2,Protein,PLK-1,SL005258,Serine/threonine-protein kinase PLK1,P53350,1,1,common,40,40
3897-61,3897-61_1,Protein,PLPP,SL011709,Pyridoxal phosphate phosphatase,Q96GD0,1,1,common,40,40
4564-2,4564-2_2,Protein,PLXC1,SL006406,Plexin-C1,O60486,1,1,common,1,1
3858-5,3858-5_1,Protein,PPAC,SL008063,Low molecular weight phosphotyrosine protein phosphatase,P24666,1,1,common,40,40
4718-5,4718-5_2,Protein,PPIB,SL007869,Peptidyl-prolyl cis-trans isomerase B,P23284,1,1,common,40,1
5202-4,5202-4_3,Protein,PPID,SL007373,Peptidyl-prolyl cis-trans isomerase D,Q08752,1,1,common,40,40
5238-26,5238-26_3,Protein,PPIE,SL013928,Peptidyl-prolyl cis-trans isomerase E,Q9UNP9,1,1,common,40,40
5021-13,5021-13_1,Protein,PPase,SL004914,Inorganic pyrophosphatase,Q15181,1,1,common,40,1
3466-8,3466-8_2,Protein,PRKACA,SL010513,cAMP-dependent protein kinase catalytic subunit alpha,P17612,1,1,common,40,40
2585-2,2585-2_5,Protein,PRL,SL000546,Prolactin,P01236,1,1,common,1,1
3859-50,3859-50_2,Protein,PSA1,SL010973,Proteasome subunit alpha type-1,P25786,1,1,common,40,40
4280-47,4280-47_2,Protein,PSA2,SL008865,Proteasome subunit alpha type-2,P25787,1,1,common,40,40
3860-7,3860-7_2,Protein,PSA6,SL005630,Proteasome subunit alpha type-6,P60900,1,1,common,40,40
3898-5,3898-5_2,Protein,PSD7,SL007266,26S proteasome non-ATPase regulatory subunit 7,P51665,1,1,common,40,40
5204-13,5204-13_3,Protein,PSME3,SL005308,Proteasome activator complex subunit 3,P61289,1,1,common,40,40
2962-50,2962-50_2,Protein,PTHrP,SL002561,Parathyroid hormone-related protein,P12272,1,1,common,40,40
3832-51,3832-51_1,Protein,PTK6,SL010514,Protein-tyrosine kinase 6,Q13882,1,1,common,40,40
3045-72,3045-72_2,Protein,PTN,SL002704,Pleiotrophin,P21246,1,1,common,1,1
3005-5,3005-5_2,Protein,PTP-1B,SL004939,Tyrosine-protein phosphatase non-receptor type 1,P18031,1,1,common,1,1
4318-12,4318-12_3,Protein,PTP-1C,SL004940,Tyrosine-protein phosphatase non-receptor type 6,P29350,1,1,common,40,40
5023-23,5023-23_1,Protein,PUR8,SL009792,Adenylosuccinate lyase,P30566,1,1,common,40,40
3727-35,3727-35_1,Protein,PYY,SL011509,Peptide YY,P10082,1,1,common,40,40
3457-57,3457-57_1,Protein,Periostin,SL005084,Periostin,Q15063,1,1,common,40,40
3855-56,3855-56_1,Protein,Peroxiredoxin-1,SL004919,Peroxiredoxin-1,Q06830,1,1,common,1,1
5017-19,5017-19_1,Protein,Peroxiredoxin-5,SL004932,"Peroxiredoxin-5, mitochondrial",P30044,1,1,common,40,40
5018-68,5018-68_1,Protein,Peroxiredoxin-6,SL005694,Peroxiredoxin-6,P30041,1,1,common,0.005,1
2696-87,2696-87_2,Protein,Persephin,SL004685,Persephin,O60542,1,1,common,40,40
3896-5,3896-5_2,Protein,Phosphoglycerate mutase 1,SL004820,Phosphoglycerate mutase 1,P18669,1,1,common,40,40
3078-1,3078-1_2,Protein,PlGF,SL002640,Placenta growth factor,P49763,1,1,common,40,40
4150-75,4150-75_2,Protein,Plasmin,SL000540,Plasmin,P00747,1,1,common,40,40
4151-6,4151-6_2,Protein,Plasminogen,SL000541,Plasminogen,P00747,1,1,common,0.005,0.005
4152-58,4152-58_2,Protein,Prekallikrein,SL000545,Plasma kallikrein,P03952,1,1,common,0.005,0.005
5114-65,5114-65_3,Protein,Prolactin Receptor,SL005212,Prolactin receptor,P16471,1,1,common,40,1
2960-66,2960-66_2,Protein,Properdin,SL003192,Properdin,P27918,1,1,common,0.005,0.005
3217-74,3217-74_2,Protein,Protease nexin I,SL004457,Glia-derived nexin,P07093,1,1,common,40,0.005
2961-1,2961-1_2,Protein,Protein C,SL000048,Vitamin K-dependent protein C,P04070,1,1,common,0.005,0.005
2700-56,2700-56_2,Protein,Protein S,SL000049,Vitamin K-dependent protein S,P07225,1,1,common,0.005,0.005
4719-58,4719-58_2,Protein,Protein disulfide isomerase A3,SL003524,Protein disulfide-isomerase A3,P30101,1,1,common,1,1
4278-14,4278-14_3,Protein,Protein disulfide-isomerase,SL004901,Protein disulfide-isomerase,P07237,1,1,common,40,40
3514-49,3514-49_2,Protein,Proteinase-3,SL004008,Myeloblastin,P24158,1,1,common,1,1
5316-54,5316-54_3,Protein,Prothrombin,SL000558,Prothrombin,P00734,1,1,common,0.005,0.005
2870-29,2870-29_2,Protein,RAC1,SL004009,Ras-related C3 botulinum toxin substrate 1,P63000,1,1,common,1,1
2871-73,2871-73_2,Protein,RAD51,SL006922,DNA repair protein RAD51 homolog 1,Q06609,1,1,common,40,40
4282-3,4282-3_2,Protein,RAN,SL005034,GTP-binding nuclear protein Ran,P62826,1,1,common,1,1
5424-55,5424-55_3,Protein,RANK,SL003690,Tumor necrosis factor receptor superfamily member 11A,Q9Y6Q6,1,1,common,40,1
3640-14,3640-14_3,Protein,RAP,SL005263,alpha-2-macroglobulin receptor-associated protein,P30533,1,1,common,1,1
4284-18,4284-18_3,Protein,RBM39,SL011535,RNA-binding protein 39,Q14498,1,1,common,40,40
5115-31,5115-31_3,Protein,RELT,SL005213,Tumor necrosis factor receptor superfamily member 19L,Q969Z4,1,1,common,40,40
3220-40,3220-40_2,Protein,RET,SL010378,Proto-oncogene tyrosine-protein kinase receptor Ret,P07949,1,1,common,1,1
3332-57,3332-57_1,Protein,RGM-C,SL010469,Hemojuvelin,Q6ZVN8,1,1,common,1,1
3331-8,3331-8_1,Protein,RGMB,SL010468,RGM domain family member B,Q6NW40,1,1,common,1,1
5116-62,5116-62_2,Protein,ROBO2,SL007680,Roundabout homolog 2,Q9HCK4,1,1,common,1,1
5117-14,5117-14_3,Protein,ROBO3,SL014148,Roundabout homolog 3,Q96MS0,1,1,common,40,40
3469-74,3469-74_1,Protein,RPS6KA3,SL010515,Ribosomal protein S6 kinase alpha-3,P51812,1,1,common,40,40
5026-66,5026-66_1,Protein,RS3,SL008059,40S ribosomal protein S3,P23396,1,1,common,40,40
3864-5,3864-5_2,Protein,RS7,SL011528,40S ribosomal protein S7,P62081,1,1,common,40,40
3865-53,3865-53_1,Protein,RSK-like protein kinase,SL006919,Ribosomal protein S6 kinase alpha-5,O75582,1,1,common,40,40
4566-24,4566-24_3,Protein,RSPO2,SL013989,R-spondin-2,Q6UXX9,1,1,common,40,40
5118-74,5118-74_2,Protein,RTN4,SL008309,Reticulon-4,Q9NQC3,1,1,common,0.005,0.005
5494-52,5494-52_3,Protein,RUXF,SL009790,Small nuclear ribonucleoprotein F,P62306,1,1,common,40,1
2647-66,2647-66_2,Protein,Rab GDP dissociation inhibitor beta,SL003648,Rab GDP dissociation inhibitor beta,P50395,1,1,common,1,1
5024-67,5024-67_1,Protein,Rb,SL002522,Retinoblastoma-associated protein,P06400,1,1,common,40,40
3396-54,3396-54_2,Protein,Renin,SL000565,Renin,P00797,1,1,common,1,1
4336-2,4336-2_1,Protein,SAA,SL000572,Serum amyloid A-1 protein,P0DJI8,1,1,common,1,1
2474-54,2474-54_5,Protein,SAP,SL000573,Serum amyloid P-component,P02743,1,1,common,0.005,0.005
3221-54,3221-54_1,Protein,SARP-2,SL003770,Secreted frizzled-related protein 1,Q8N474,1,1,common,40,40
3866-7,3866-7_2,Protein,SBDS,SL011529,Ribosome maturation protein SBDS,Q9Y3A5,1,1,common,40,40
2475-1,2475-1_3,Protein,SCF sR,SL004010,Mast/stem cell growth factor receptor Kit,P10721,1,1,common,1,1
4500-50,4500-50_2,Protein,SCGF-alpha,SL004363,Stem cell growth factor-alpha,Q9Y240,1,1,common,1,1
2966-65,2966-65_2,Protein,SCGF-beta,SL004362,Stem Cell Growth Factor-beta,Q9Y240,1,1,common,1,1
3516-60,3516-60_2,Protein,SDF-1,SL004712,Stromal cell-derived factor 1,P48061,1,1,common,1,1
3867-49,3867-49_1,Protein,SE6L2,SL011630,Seizure 6-like protein 2,Q6UXD5,1,1,common,40,40
5029-3,5029-3_1,Protein,SEPR,SL006528,Prolyl endopeptidase FAP,Q12884,1,1,common,1,1
5364-7,5364-7_3,Protein,SET,SL007336,Protein SET,Q01105,1,1,common,0.005,1
3868-8,3868-8_1,Protein,SGTA,SL011533,Small glutamine-rich tetratricopeptide repeat-containing protein alpha,O43765,1,1,common,40,40
4567-82,4567-82_2,Protein,SH21A,SL014468,SH2 domain-containing protein 1A,O60880,1,1,common,40,40
4929-55,4929-55_1,Protein,SHBG,SL005102,Sex hormone-binding globulin,P04278,1,1,common,0.005,0.005
5272-55,5272-55_2,Protein,SHC1,SL014469,SHC-transforming protein 1,P29353,1,1,common,40,1
3397-7,3397-7_4,Protein,SHP-2,SL010616,Tyrosine-protein phosphatase non-receptor type 11,Q06124,1,1,common,40,40
5125-6,5125-6_3,Protein,SIG14,SL014292,Sialic acid-binding Ig-like lectin 14,Q08ET2,1,1,common,1,1
5030-52,5030-52_1,Protein,SIRT2,SL006629,NAD-dependent protein deacetylase sirtuin-2,Q8IXJ6,1,1,common,40,40
3902-21,3902-21_2,Protein,SKP1,SL008808,S-phase kinase-associated protein 1,P63208,1,1,common,40,1
3642-4,3642-4_1,Protein,SLAF5,SL008588,SLAM family member 5,Q9UIB8,1,1,common,40,1
5128-53,5128-53_3,Protein,SLAF6,SL014228,SLAM family member 6,Q96DU3,1,1,common,40,40
5487-7,5487-7_3,Protein,SLAF7,SL016928,SLAM family member 7,Q9NQ25,1,1,common,40,40
4568-17,4568-17_2,Protein,SLIK5,SL014070,SLIT and NTRK-like protein 5,O94991,1,1,common,40,40
4413-3,4413-3_2,Protein,SLPI,SL001888,Antileukoproteinase,P03973,1,1,common,1,1
3122-6,3122-6_2,Protein,SMAC,SL003733,"Diablo homolog, mitochondrial",Q9NR28,1,1,common,40,1
4292-5,4292-5_3,Protein,SNAA,SL011202,Alpha-soluble NSF attachment protein,P54920,1,1,common,1,1
2794-60,2794-60_2,Protein,SOD,SL000581,Superoxide dismutase [Cu-Zn],P00441,1,1,common,40,40
4569-52,4569-52_2,Protein,SORC2,SL014091,VPS10 domain-containing receptor SorCS2,Q96PQ0,1,1,common,40,40
4414-69,4414-69_2,Protein,SP-D,SL004484,Pulmonary surfactant-associated protein D,P35247,1,1,common,1,1
4467-49,4467-49_2,Protein,SPARCL1,SL005488,SPARC-like protein 1,Q14515,1,1,common,1,1
4468-21,4468-21_2,Protein,SPHK2,SL014029,Sphingosine kinase 2,Q9NRA0,1,1,common,40,40
2843-13,2843-13_2,Protein,SPINT2,SL001897,Kunitz-type protease inhibitor 2,O43291,1,1,common,40,40
5031-10,5031-10_1,Protein,SPTA2,SL008190,"Spectrin alpha chain, non-erythrocytic 1",Q13813,1,1,common,40,40
5488-74,5488-74_3,Protein,SRCN1,SL010516,Proto-oncogene tyrosine-protein kinase Src,P12931,1,1,common,40,40
5129-12,5129-12_3,Protein,SREC-I,SL005221,Scavenger receptor class F member 1,Q14162,1,1,common,1,1
5130-67,5130-67_3,Protein,SREC-II,SL005222,Scavenger receptor class F member 2,Q96GP6,1,1,common,40,40
5032-64,5032-64_1,Protein,SSRP1,SL009868,FACT complex subunit SSRP1,Q08945,1,1,common,40,40
4469-78,4469-78_2,Protein,ST4S6,SL007502,Carbohydrate sulfotransferase 15,Q7LFX5,1,1,common,1,1
3399-31,3399-31_2,Protein,STAB2,SL007560,Stabilin-2,Q8WWQ8,1,1,common,40,1
3471-49,3471-49_1,Protein,STK16,SL010517,Serine/threonine-protein kinase 16,O75716,1,1,common,40,1
3766-51,3766-51_4,Protein,STX1a,SL004304,Syntaxin-1A,Q16623,1,1,common,40,40
3728-52,3728-52_2,Protein,Secretin,SL000570,Secretin,P09683,1,1,common,40,40
3222-11,3222-11_2,Protein,Semaphorin 3A,SL010379,Semaphorin-3A,Q14563,1,1,common,40,40
5363-51,5363-51_3,Protein,Semaphorin 3E,SL010470,Semaphorin-3E,O15041,1,1,common,40,40
5122-92,5122-92_2,Protein,Semaphorin-6A,SL005214,Semaphorin-6A,Q9H2E6,1,1,common,40,40
4464-10,4464-10_2,Protein,Sialoadhesin,SL001753,Sialoadhesin,Q9BZZ2,1,1,common,40,40
3166-92,3166-92_1,Protein,Siglec-3,SL005215,Myeloid cell surface antigen CD33,P20138,1,1,common,40,40
2741-22,2741-22_2,Protein,Siglec-6,SL005217,Sialic acid-binding Ig-like lectin 6,O43699,1,1,common,40,40
2742-68,2742-68_2,Protein,Siglec-7,SL005218,Sialic acid-binding Ig-like lectin 7,Q9Y286,1,1,common,1,1
3007-7,3007-7_2,Protein,Siglec-9,SL005219,Sialic acid-binding Ig-like lectin 9,Q9Y336,1,1,common,40,1
3644-5,3644-5_4,Protein,Soggy-1,SL010381,Dickkopf-like protein 1,Q9UK85,1,1,common,1,1
2743-5,2743-5_2,Protein,Sonic Hedgehog,SL005220,Sonic hedgehog protein,Q15465,1,1,common,40,40
3903-49,3903-49_2,Protein,Sorting nexin 4,SL005372,Sorting nexin-4,O95219,1,1,common,40,40
4294-16,4294-16_2,Protein,Sphingosine kinase 1,SL006088,Sphingosine kinase 1,Q9NYA1,1,1,common,40,40
4297-62,4297-62_3,Protein,Spondin-1,SL005115,Spondin-1,Q9HCB6,1,1,common,1,1
4930-21,4930-21_1,Protein,Stanniocalcin-1,SL005789,Stanniocalcin-1,P52823,1,1,common,1,1
5489-18,5489-18_3,Protein,Stress-induced-phosphoprotein 1,SL010250,Stress-induced-phosphoprotein 1,P31948,1,1,common,1,1
3472-40,3472-40_2,Protein,Survivin,SL000582,Baculoviral IAP repeat-containing protein 5,O15392,1,1,common,40,40
2704-74,2704-74_1,Protein,TACI,SL004364,Tumor necrosis factor receptor superfamily member 13B,O14836,1,1,common,40,40
3518-54,3518-54_2,Protein,TAFI,SL004015,Carboxypeptidase B2,Q96IY4,1,1,common,0.005,0.005
5131-15,5131-15_3,Protein,TAJ,SL004863,Tumor necrosis factor receptor superfamily member 19,Q9NS68,1,1,common,40,40
5259-2,5259-2_3,Protein,TAK1-TAB1,SL016567,Mitogen-activated protein kinase kinase kinase 7:TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 fusion,O43318 Q15750,1,1,common,40,1
3519-3,3519-3_2,Protein,TARC,SL003196,C-C motif chemokine 17,Q92583,1,1,common,40,1
3400-49,3400-49_2,Protein,TBK1,SL007747,Serine/threonine-protein kinase TBK1,Q9UHD2,1,1,common,40,40
2875-15,2875-15_2,Protein,TBP,SL006923,TATA-box-binding protein,P20226,1,1,common,40,40
5132-71,5132-71_3,Protein,TCCR,SL005223,Interleukin-27 receptor subunit alpha,Q6UWB1,1,1,common,1,1
3401-8,3401-8_2,Protein,TCPTP,SL005261,Tyrosine-protein phosphatase non-receptor type 2,P17706,1,1,common,40,40
3872-2,3872-2_1,Protein,TCTP,SL005679,Translationally-controlled tumor protein,P13693,1,1,common,1,1
3646-7,3646-7_4,Protein,TEC,SL010518,Tyrosine-protein kinase Tec,P42680,1,1,common,40,1
2705-5,2705-5_2,Protein,TECK,SL003197,C-C motif chemokine 25,O15444,1,1,common,40,40
4931-59,4931-59_1,Protein,TF,SL000024,Tissue Factor,P13726,1,1,common,40,40
4721-54,4721-54_2,Protein,TFF3,SL006119,Trefoil factor 3,Q07654,1,1,common,1,1
3336-50,3336-50_1,Protein,TFPI,SL001998,Tissue factor pathway inhibitor,P10646,1,1,common,1,1
5133-17,5133-17_3,Protein,TGF-b R II,SL002078,TGF-beta receptor type-2,P37173,1,1,common,40,40
3009-3,3009-3_2,Protein,TGF-b R III,SL005059,Transforming growth factor beta receptor type 3,Q03167,1,1,common,1,1
2333-72,2333-72_1,Protein,TGF-b1,SL000584,Transforming growth factor beta-1,P01137,1,1,common,40,40
4156-74,4156-74_1,Protein,TGF-b2,SL000088,Transforming growth factor beta-2,P61812,1,1,common,40,40
3520-58,3520-58_1,Protein,TGF-b3,SL000089,Transforming growth factor beta-3,P10600,1,1,common,40,40
4471-50,4471-50_2,Protein,TGM3,SL008945,Protein-glutamine gamma-glutamyltransferase E,Q08188,1,1,common,40,40
3079-62,3079-62_2,Protein,TIG2,SL005152,Retinoic acid receptor responder protein 2,Q99969,1,1,common,0.005,0.005
5134-52,5134-52_2,Protein,TIMD3,SL007547,Hepatitis A virus cellular receptor 2,Q8TDQ0,1,1,common,40,40
2211-9,2211-9_6,Protein,TIMP-1,SL000591,Metalloproteinase inhibitor 1,P01033,1,1,common,0.005,0.005
2278-61,2278-61_4,Protein,TIMP-2,SL000592,Metalloproteinase inhibitor 2,P16035,1,1,common,0.005,0.005
2480-58,2480-58_3,Protein,TIMP-3,SL003043,Metalloproteinase inhibitor 3,P35625,1,1,common,1,1
3835-11,3835-11_2,Protein,TLR2,SL004492,Toll-like receptor 2,O60603,1,1,common,40,40
3647-49,3647-49_4,Protein,TLR4:MD-2 complex,SL018625,Toll-like receptor 4:Lymphocyte antigen 96 complex,O00206  Q9Y6Y9,1,1,common,40,1
3873-51,3873-51_2,Protein,TMA,SL000588,Thyroid peroxidase,P07202,1,1,common,40,40
2654-19,2654-19_1,Protein,TNF sR-I,SL001992,Tumor necrosis factor receptor superfamily member 1A,P19438,1,1,common,1,1
3152-57,3152-57_1,Protein,TNF sR-II,SL001800,Tumor necrosis factor receptor superfamily member 1B,P20333,1,1,common,1,1
4703-87,4703-87_2,Protein,TNF-b,SL000597,Lymphotoxin-alpha,P01374,1,1,common,40,40
2968-61,2968-61_1,Protein,TNFSF15,SL004686,Tumor necrosis factor ligand superfamily member 15,O95150,1,1,common,40,40
2708-54,2708-54_2,Protein,TNFSF18,SL004326,Tumor necrosis factor ligand superfamily member 18,Q9UNG2,1,1,common,40,40
3730-81,3730-81_2,Protein,TNR4,SL011448,Tumor necrosis factor receptor superfamily member 4,P43489,1,1,common,40,40
3403-1,3403-1_2,Protein,TPSB2,SL010617,Tryptase beta-2,P20231,1,1,common,1,1
3404-51,3404-51_2,Protein,TPSG1,SL010619,Tryptase gamma,Q9NRR2,1,1,common,40,40
4832-75,4832-75_2,Protein,TRAIL R1,SL004156,Tumor necrosis factor receptor superfamily member 10A,O00220,1,1,common,40,40
3479-71,3479-71_2,Protein,TRY3,SL006480,Trypsin-3,P35030,1,1,common,40,40
5035-7,5035-7_1,Protein,TS,SL000142,Thymidylate synthase,P04818,1,1,common,40,40
5036-50,5036-50_1,Protein,TSG-6,SL004782,Tumor necrosis factor-inducible gene 6 protein,P98066,1,1,common,40,40
3521-16,3521-16_2,Protein,TSH,SL000589,Thyroid Stimulating Hormone,P01215 P01222,1,1,common,40,40
3010-53,3010-53_2,Protein,TSLP,SL004687,Thymic stromal lymphopoietin,Q969D9,1,1,common,40,40
2746-56,2746-56_1,Protein,TSLP R,SL005226,Cytokine receptor-like factor 2,Q9HC73,1,1,common,40,40
3339-33,3339-33_1,Protein,TSP2,SL007206,Thrombospondin-2,P35442,1,1,common,40,1
3340-53,3340-53_1,Protein,TSP4,SL007207,Thrombospondin-4,P35443,1,1,common,0.005,1
5138-50,5138-50_3,Protein,TWEAKR,SL004366,Tumor necrosis factor receptor superfamily member 12A,Q9NP84,1,1,common,40,40
4815-25,4815-25_3,Protein,TXD12,SL016128,Thioredoxin domain-containing protein 12,O95881,1,1,common,1,1
5260-80,5260-80_3,Protein,TYK2,SL007181,Non-receptor tyrosine-protein kinase TYK2,P29597,1,1,common,1,1
4155-3,4155-3_2,Protein,Tenascin,SL003198,Tenascin,P24821,1,1,common,1,1
5490-53,5490-53_3,Protein,Testican-1,SL010384,Testican-1,Q08629,1,1,common,1,1
5491-12,5491-12_3,Protein,Testican-2,SL010471,Testican-2,Q92563,1,1,common,1,1
4157-2,4157-2_1,Protein,Thrombin,SL000586,Thrombin,P00734,1,1,common,40,1
3473-78,3473-78_2,Protein,Thrombopoietin Receptor,SL005224,Thrombopoietin Receptor,P40238,1,1,common,40,40
3474-19,3474-19_2,Protein,Thrombospondin-1,SL002705,Thrombospondin-1,P07996,1,1,common,0.005,0.005
4301-58,4301-58_2,Protein,Thymidine kinase,SL000057,"Thymidine kinase, cytosolic",P04183,1,1,common,40,40
4165-2,4165-2_1,Protein,Thyroglobulin,SL000587,Thyroglobulin,P01266,1,1,common,40,40
2706-69,2706-69_2,Protein,Thyroxine-Binding Globulin,SL000590,Thyroxine-binding globulin,P05543,1,1,common,0.005,0.005
2876-74,2876-74_2,Protein,Topoisomerase I,SL004305,DNA topoisomerase 1,P11387,1,1,common,40,40
3232-28,3232-28_2,Protein,TrATPase,SL004118,Tartrate-resistant acid phosphatase type 5,P13686,1,1,common,1,1
4162-54,4162-54_2,Protein,Transferrin,SL000601,Serotransferrin,P02787,1,1,common,0.005,0.005
4306-4,4306-4_2,Protein,Transketolase,SL003655,Transketolase,P29401,1,1,common,1,1
4309-59,4309-59_3,Protein,Triosephosphate isomerase,SL004812,Triosephosphate isomerase,P60174,1,1,common,1,1
3477-63,3477-63_2,Protein,TrkA,SL005225,High affinity nerve growth factor receptor,P04629,1,1,common,40,40
4866-59,4866-59_2,Protein,TrkB,SL004160,BDNF/NT-3 growth factors receptor,Q16620,1,1,common,1,1
2658-27,2658-27_1,Protein,TrkC,SL004639,NT-3 growth factor receptor,Q16288,1,1,common,40,40
5033-27,5033-27_1,Protein,Tropomyosin 1 alpha chain,SL004737,Tropomyosin alpha-1 chain,P09493,1,1,common,40,40
4472-5,4472-5_2,Protein,Tropomyosin 2,SL004908,Tropomyosin beta chain,P07951,1,1,common,40,40
5441-67,5441-67_3,Rat Protein,Troponin I,SL001761,"Troponin I, cardiac muscle",P19429,1,1,common,40,40
5440-26,5440-26_3,Rat Protein,"Troponin I, skeletal, fast twitch",SL004594,"Troponin I, fast skeletal muscle",P48788,1,1,common,40,40
3049-61,3049-61_2,Protein,Trypsin,SL000603,Trypsin-1,P07477,1,1,common,1,1
5034-79,5034-79_1,Protein,Trypsin 2,SL010388,Trypsin-2,P07478,1,1,common,1,1
3874-8,3874-8_1,Protein,UB2L3,SL008157,Ubiquitin-conjugating enzyme E2 L3,P68036,1,1,common,40,40
2877-3,2877-3_1,Protein,UBC9,SL004306,SUMO-conjugating enzyme UBC9,P63279,1,1,common,1,1
3905-62,3905-62_1,Protein,UBE2N,SL008143,Ubiquitin-conjugating enzyme E2 N,P61088,1,1,common,1,1
3405-6,3405-6_2,Protein,UFC1,SL010529,Ubiquitin-fold modifier-conjugating enzyme 1,Q9Y3C8,1,1,common,40,40
3836-51,3836-51_2,Protein,UFM1,SL010528,Ubiquitin-fold modifier 1,P61960,1,1,common,40,40
3081-70,3081-70_2,Protein,ULBP-1,SL005227,NKG2D ligand 1,Q9BZM6,1,1,common,40,40
3082-9,3082-9_2,Protein,ULBP-2,SL005228,NKG2D ligand 2,Q9BZM5,1,1,common,40,40
2747-3,2747-3_2,Protein,ULBP-3,SL005229,NKG2D ligand 3,Q9BZM4,1,1,common,40,40
5139-32,5139-32_3,Protein,UNC5H3,SL005230,Netrin receptor UNC5C,O95185,1,1,common,1,1
5140-56,5140-56_3,Protein,UNC5H4,SL005231,Netrin receptor UNC5D,Q6UXZ4,1,1,common,40,40
3234-23,3234-23_2,Protein,URB,SL010390,Coiled-coil domain-containing protein 80,Q76M96,1,1,common,1,1
4474-19,4474-19_2,Protein,Ubiquitin,SL004070,Ubiquitin,P62979,1,1,common,0.005,1
2846-24,2846-24_2,Protein,Ubiquitin+1,SL000605,"Ubiquitin+1, truncated mutation for UbB",P62979,1,1,common,1,1
2967-8,2967-8_1,Protein,VCAM-1,SL001720,Vascular cell adhesion protein 1,P19320,1,1,common,1,1
2597-8,2597-8_3,Protein,VEGF,SL000002,Vascular endothelial growth factor A,P15692,1,1,common,40,1
3651-50,3651-50_5,Protein,VEGF sR2,SL003201,Vascular endothelial growth factor receptor 2,P35968,1,1,common,1,1
2358-19,2358-19_2,Protein,VEGF sR3,SL003322,Vascular endothelial growth factor receptor 3,P35916,1,1,common,1,1
3132-1,3132-1_1,Protein,VEGF-C,SL004486,Vascular endothelial growth factor C,P49767,1,1,common,40,40
4867-15,4867-15_2,Protein,VEGF121,SL003310,"Vascular endothelial growth factor A, isoform 121",P15692,1,1,common,40,40
3522-57,3522-57_1,Protein,Vasoactive Intestinal Peptide,SL000615,Vasoactive Intestinal Peptide,P01282,1,1,common,40,40
3191-50,3191-50_2,Protein,WFKN1,SL012783,"WAP, kazal, immunoglobulin, kunitz and NTR domain-containing protein 1",Q96NZ8,1,1,common,40,40
3235-50,3235-50_2,Protein,WFKN2,SL010391,"WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2",Q8TEU8,1,1,common,40,40
2848-2,2848-2_2,Protein,WIF-1,SL004652,Wnt inhibitory factor 1,Q9Y5W5,1,1,common,40,40
3057-55,3057-55_1,Protein,WISP-1,SL004689,WNT1-inducible-signaling pathway protein 1,O95388,1,1,common,0.005,0.005
4889-82,4889-82_1,Protein,WNT7A,SL009951,Protein Wnt-7a,O00755,1,1,common,40,40
3083-71,3083-71_1,Protein,XEDAR,SL005233,Tumor necrosis factor receptor superfamily member 27,Q9HAV5,1,1,common,40,40
3481-87,3481-87_1,Protein,XPNPEP1,SL011073,Xaa-Pro aminopeptidase 1,Q9NQW7,1,1,common,40,40
